candleDateTimeKst,candleAccTradePrice,candleAccTradeVolume,candleDateTime,code,highPrice,lowPrice,openingPrice,timestamp,tradePrice,unit
2018-01-29T21:46:00+09:00,66444693.84984,5.20153094,2018-01-29T12:46:00+00:00,CRIX.UPBIT.KRW-BTC,12778000.0,12768000.0,12769000.0,1517230020106,12776000.0,1
2018-01-29T21:45:00+09:00,207938234.38829,16.27098401,2018-01-29T12:45:00+00:00,CRIX.UPBIT.KRW-BTC,12789000.0,12767000.0,12783000.0,1517229960178,12768000.0,1
2018-01-29T21:44:00+09:00,62696645.1306,4.90612477,2018-01-29T12:44:00+00:00,CRIX.UPBIT.KRW-BTC,12783000.0,12770000.0,12772000.0,1517229901465,12781000.0,1
2018-01-29T21:43:00+09:00,60803446.08329,4.76238567,2018-01-29T12:43:00+00:00,CRIX.UPBIT.KRW-BTC,12770000.0,12764000.0,12765000.0,1517229838985,12770000.0,1
2018-01-29T21:42:00+09:00,115208542.48958,9.02656076,2018-01-29T12:42:00+00:00,CRIX.UPBIT.KRW-BTC,12765000.0,12757000.0,12759000.0,1517229781387,12765000.0,1
2018-01-29T21:41:00+09:00,71743775.36983,5.62083876,2018-01-29T12:41:00+00:00,CRIX.UPBIT.KRW-BTC,12767000.0,12756000.0,12767000.0,1517229721469,12759000.0,1
2018-01-29T21:40:00+09:00,155349786.49888,12.17001827,2018-01-29T12:40:00+00:00,CRIX.UPBIT.KRW-BTC,12770000.0,12755000.0,12755000.0,1517229662159,12767000.0,1
2018-01-29T21:39:00+09:00,68694498.47053,5.38845979,2018-01-29T12:39:00+00:00,CRIX.UPBIT.KRW-BTC,12755000.0,12743000.0,12743000.0,1517229600180,12755000.0,1
2018-01-29T21:38:00+09:00,107768198.50274,8.45885724,2018-01-29T12:38:00+00:00,CRIX.UPBIT.KRW-BTC,12746000.0,12731000.0,12737000.0,1517229541796,12743000.0,1
2018-01-29T21:37:00+09:00,98760825.98452,7.76058807,2018-01-29T12:37:00+00:00,CRIX.UPBIT.KRW-BTC,12737000.0,12722000.0,12723000.0,1517229481018,12737000.0,1
2018-01-29T21:36:00+09:00,83922669.27709,6.59614778,2018-01-29T12:36:00+00:00,CRIX.UPBIT.KRW-BTC,12725000.0,12718000.0,12724000.0,1517229419957,12723000.0,1
2018-01-29T21:35:00+09:00,139013344.9019,10.92544462,2018-01-29T12:35:00+00:00,CRIX.UPBIT.KRW-BTC,12725000.0,12719000.0,12720000.0,1517229361083,12724000.0,1
2018-01-29T21:34:00+09:00,69111237.85781,5.43351977,2018-01-29T12:34:00+00:00,CRIX.UPBIT.KRW-BTC,12725000.0,12718000.0,12719000.0,1517229296181,12719000.0,1
2018-01-29T21:33:00+09:00,27451447.70498,2.15824303,2018-01-29T12:33:00+00:00,CRIX.UPBIT.KRW-BTC,12723000.0,12718000.0,12723000.0,1517229241503,12719000.0,1
2018-01-29T21:32:00+09:00,37834619.99164,2.97300909,2018-01-29T12:32:00+00:00,CRIX.UPBIT.KRW-BTC,12738000.0,12714000.0,12725000.0,1517229181604,12723000.0,1
2018-01-29T21:31:00+09:00,143145173.60362,11.24617738,2018-01-29T12:31:00+00:00,CRIX.UPBIT.KRW-BTC,12741000.0,12725000.0,12725000.0,1517229121662,12725000.0,1
