time,open,high,low,close,accprice,volume
2018-01-22 23:08:00,13548000.0,13548000.0,13419000.0,13440000.0,565843052.64667,41.93732748
2018-01-22 23:09:00,13419000.0,13530000.0,13400000.0,13420000.0,616787514.43865,45.87487882
2018-01-22 23:10:00,13442000.0,13462000.0,13410000.0,13453000.0,503329632.75358,37.46707247
2018-01-22 23:11:00,13468000.0,13500000.0,13468000.0,13494000.0,273418900.4264,20.26933636
2018-01-22 23:12:00,13494000.0,13494000.0,13450000.0,13451000.0,394809342.07863,29.29096857
2018-01-22 23:13:00,13451000.0,13497000.0,13450000.0,13450000.0,553753359.17748,41.12434843
2018-01-22 23:14:00,13451000.0,13451000.0,13305000.0,13310000.0,441866465.43373,33.01689876
2018-01-22 23:15:00,13311000.0,13450000.0,13305000.0,13434000.0,554322990.449,41.37330364
2018-01-22 23:16:00,13435000.0,13474000.0,13434000.0,13458000.0,601066936.1794599,44.68731825
2018-01-22 23:17:00,13450000.0,13465000.0,13430000.0,13450000.0,333142904.37303996,24.78345677
2018-01-22 23:18:00,13456000.0,13468000.0,13434000.0,13464000.0,356010855.53585,26.4532794
2018-01-22 23:19:00,13465000.0,13479000.0,13440000.0,13479000.0,528872057.04165,39.28981089
2018-01-22 23:20:00,13479000.0,13542000.0,13479000.0,13517000.0,850371480.5286599,62.9265853
2018-01-22 23:21:00,13523000.0,13550000.0,13503000.0,13549000.0,431881390.65301,31.90557556
2018-01-22 23:22:00,13548000.0,13550000.0,13500000.0,13520000.0,466860179.11520994,34.49648977
2018-01-22 23:23:00,13542000.0,13550000.0,13517000.0,13548000.0,374599077.33022004,27.66214113
2018-01-22 23:24:00,13543000.0,13547000.0,13404000.0,13470000.0,481188953.70230997,35.68318676
2018-01-22 23:25:00,13434000.0,13503000.0,13421000.0,13503000.0,529831375.01556,39.32139421
2018-01-22 23:26:00,13505000.0,13531000.0,13482000.0,13500000.0,300720319.2296,22.26914412
2018-01-22 23:27:00,13500000.0,13540000.0,13500000.0,13540000.0,370457568.17184,27.42065151
2018-01-22 23:28:00,13540000.0,13540000.0,13512000.0,13530000.0,248864086.60456002,18.39356133
2018-01-22 23:29:00,13531000.0,13538000.0,13517000.0,13530000.0,163870893.06266,12.11441108
2018-01-22 23:30:00,13535000.0,13654000.0,13530000.0,13641000.0,729222195.3560901,53.67422595
2018-01-22 23:31:00,13643000.0,13647000.0,13570000.0,13610000.0,790603311.43447,58.10752231
2018-01-22 23:32:00,13627000.0,13628000.0,13604000.0,13622000.0,421511948.688,30.95727832
2018-01-22 23:33:00,13622000.0,13683000.0,13618000.0,13675000.0,563154933.8941599,41.29950546
2018-01-22 23:34:00,13675000.0,13689000.0,13620000.0,13622000.0,824008176.1676401,60.30861273
2018-01-22 23:35:00,13620000.0,13674000.0,13604000.0,13614000.0,832645387.07579,61.10938984
2018-01-22 23:36:00,13614000.0,13668000.0,13614000.0,13657000.0,568465628.9126401,41.64239215
2018-01-22 23:37:00,13646000.0,13660000.0,13624000.0,13629000.0,343620492.13055,25.20370284
2018-01-22 23:38:00,13635000.0,13652000.0,13516000.0,13547000.0,605065865.55581,44.51009232
2018-01-22 23:39:00,13547000.0,13547000.0,13470000.0,13485000.0,699049861.38693,51.78780089
2018-01-22 23:40:00,13485000.0,13485000.0,13370000.0,13420000.0,904371522.5165,67.42777214
2018-01-22 23:41:00,13420000.0,13499000.0,13420000.0,13471000.0,394652732.17231,29.29641503
